Aardbeving_Plaats|Aardbeving_Datum|Aardbeving_Magnitude|Aardbeving_Diepte_km|Straal_km|Monumentnummer|Monument_Naam|Monument_Type|Functie_Oorspronkelijk|Functie_Huidig|Afstand_tot_epicentrum_km|Impactindicatie|Effectgebied|Versterkingsprogramma|Monumentenregister_URL|Linked_data_URI
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516260||onroerend gebouwd|Boerderij|Praktijkwoning|19.9|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516260|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/19019
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|9902||onroerend gebouwd|Boerderij||20.1|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/9902|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/40618
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516272||onroerend gebouwd|Boerderij|Boerderij|20.2|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516272|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/39639
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34175||onroerend gebouwd|Boerderij||20.6|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34175|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/35844
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516250|Tweede Verlaat/Olthofsverlaat|onroerend gebouwd|Schutsluis|Schutsluis|21.0|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516250|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69728
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41530||onroerend gebouwd|Boerderij||21.1|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41530|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/13935
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41517||onroerend gebouwd|Kerk||21.1|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41517|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/16176
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510971||onroerend gebouwd|Boerderij||21.2|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510971|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/22639
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34174||onroerend gebouwd|Boerderij||21.2|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34174|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/56871
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478012||onroerend gebouwd|Smederij||21.3|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478012|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/21406
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33411||onroerend gebouwd|Boerderij||21.3|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33411|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/43747
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34171||onroerend gebouwd|Boerderij||21.3|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34171|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/43267
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|31634|Havezathe De Klencke|onroerend gebouwd|Kasteel, buitenplaats||21.3|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/31634|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/54130
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41514||onroerend gebouwd|Boerderij||21.3|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41514|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/43518
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34170||onroerend gebouwd|Boerderij||21.3|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34170|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/47590
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41516||onroerend gebouwd|Boerderij||21.3|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41516|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/23897
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34173||onroerend gebouwd|Boerderij||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34173|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/19320
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|508693||onroerend gebouwd|Woonhuis||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/508693|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/45906
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478150||onroerend gebouwd|Schuur||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478150|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73021
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478149||onroerend gebouwd|Schuur||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478149|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73022
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34172||onroerend gebouwd|Boerderij||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34172|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/44856
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|508688||onroerend gebouwd|Dienstwoning||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/508688|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/25319
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478009||onroerend gebouwd|Boerderij||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478009|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/19096
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478148||onroerend gebouwd|Boerderij||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478148|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73023
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|508692||onroerend gebouwd|Gemeentehuis||21.4|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/508692|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/13954
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34301||onroerend gebouwd|Boerderij||21.5|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34301|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/33103
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|508691||onroerend gebouwd|Kerk||21.5|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/508691|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/18233
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|508690||onroerend gebouwd|Catechisatielokaal||21.5|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/508690|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/38688
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37449||onroerend gebouwd|Gracht||21.5|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37449|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/23043
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478010||onroerend gebouwd|Woonhuis||21.5|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478010|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/52393
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|508689||onroerend gebouwd|Boerderij||21.5|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/508689|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/38666
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41515||onroerend gebouwd|Boerderij||21.5|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41515|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/43708
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33781||onroerend gebouwd|Boerderij||21.5|-1.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33781|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/41567
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|11636||onroerend gebouwd|Boerderij||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/11636|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/40579
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33406||onroerend gebouwd|Boerderij||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33406|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/17587
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37443||onroerend gebouwd|Werk-woonhuis||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37443|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/39205
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37442||onroerend gebouwd|Woonhuis||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37442|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/47283
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37441||onroerend gebouwd|Vergadering en vereniging||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37441|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/29012
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37444||onroerend gebouwd|Weg||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37444|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/13288
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33417||onroerend gebouwd|Boerderij||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33417|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69667
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|394134||onroerend gebouwd|Boerderij||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/394134|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69665
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|393997||onroerend gebouwd|Boerderij||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/393997|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69666
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37447||onroerend gebouwd|Kerk||21.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37447|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/28546
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33416||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33416|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/38005
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|393994||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/393994|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69424
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33407||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33407|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/40622
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37439||onroerend gebouwd|Woonhuis||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37439|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/23102
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37440||onroerend gebouwd|Woonhuis||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37440|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/29356
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33412||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33412|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69425
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|394065||onroerend gebouwd|Straatmeubilair||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/394065|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69422
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33408||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33408|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/57961
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33415||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33415|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/12837
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|394059||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/394059|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69423
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33414||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33414|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/68295
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37445||onroerend gebouwd|Woonhuis||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37445|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/40642
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|393996||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/393996|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/68294
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33413||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33413|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/65883
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|393995||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/393995|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/65882
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516238||onroerend gebouwd|Stookhok|Stookhok|21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516238|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73513
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516236||onroerend gebouwd|Woonhuis|Woonhuis|21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516236|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73515
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516237||onroerend gebouwd|Schuur|Schuur|21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516237|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73514
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46891||onroerend gebouwd|Boerderij||21.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46891|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/41923
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41535||onroerend gebouwd|Boerderij||21.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41535|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/40840
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33399||onroerend gebouwd|Boerderij||21.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33399|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/17410
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46561||onroerend gebouwd|Boerderij||21.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46561|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/13761
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46615|De Juffer|onroerend gebouwd|Molen||21.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46615|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/32800
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33400||onroerend gebouwd|Boerderij||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33400|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/66831
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|394094||onroerend gebouwd|Varkensstal||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/394094|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/66829
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|393998||onroerend gebouwd|Schuur||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/393998|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/66830
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34169||onroerend gebouwd|Kerk||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34169|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/12679
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33418||onroerend gebouwd|Boerderij||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33418|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/61275
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516254|De Kamp|onroerend gebouwd|Woonhuis|Woonhuis|21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516254|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/79784
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516255||onroerend gebouwd|Schuur|Schuur|21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516255|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/79783
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|532035||onroerend gebouwd|Industrie||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/532035|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/18627
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41533||onroerend gebouwd|Boerderij||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41533|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/19141
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41532||onroerend gebouwd|Boerderij||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41532|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/24014
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33410||onroerend gebouwd|Boerderij||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33410|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/67083
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41534||onroerend gebouwd|Boerderij||21.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41534|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/42679
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|393999||onroerend gebouwd|Boerderij||22.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/393999|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/67082
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|460737||onroerend gebouwd|Kerk||22.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/460737|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/33485
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33401||onroerend gebouwd|Boerderij||22.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33401|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/45429
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33402||onroerend gebouwd|Boerderij||22.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33402|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/22601
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37467||onroerend gebouwd|Boerderij||22.1|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37467|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/57357
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33403||onroerend gebouwd|Boerderij||22.1|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33403|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/72203
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|389115||onroerend gebouwd|Boerderij||22.1|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/389115|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/72202
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34167||onroerend gebouwd|Bestuursgebouw en onderdl||22.1|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34167|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/26859
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37466||onroerend gebouwd|Kerk||22.1|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37466|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/57092
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33404||onroerend gebouwd|Boerderij||22.1|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33404|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/53840
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|33405||onroerend gebouwd|Boerderij||22.1|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/33405|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/42647
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37448||onroerend gebouwd|Voorwerk||22.2|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37448|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/30173
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478008|Aelderhooge|onroerend gebouwd|Boerderij||22.2|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478008|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/41512
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516270||onroerend gebouwd|Boerderij|Boerderij|22.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516270|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/15774
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41519||onroerend gebouwd|Boerderij||22.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41519|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/20853
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41520||onroerend gebouwd|Boerderij||22.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41520|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/35928
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41521||onroerend gebouwd|Boerderij||22.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41521|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/49093
