Aardbeving_Plaats|Aardbeving_Datum|Aardbeving_Magnitude|Aardbeving_Diepte_km|Straal_km|Monumentnummer|Monument_Naam|Monument_Type|Functie_Oorspronkelijk|Functie_Huidig|Afstand_tot_epicentrum_km|Impactindicatie|Effectgebied|Versterkingsprogramma|Monumentenregister_URL|Linked_data_URI
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516271||onroerend gebouwd|Boerderij|Woonhuis|22.4|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516271|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/25337
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41523||onroerend gebouwd|Boerderij||22.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41523|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/41515
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41522||onroerend gebouwd|Boerderij||22.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41522|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/60362
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|8908||onroerend gebouwd|Fort, vesting en -onderdelen||22.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/8908|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/49773
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41524||onroerend gebouwd|Boerderij||22.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41524|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/13276
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41529||onroerend gebouwd|Boerderij||22.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41529|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/62332
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41525||onroerend gebouwd|Boerderij||22.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41525|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/36899
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41526||onroerend gebouwd|Boerderij||22.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41526|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/20297
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37446||onroerend gebouwd|Boerderij||22.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37446|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/18269
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41527||onroerend gebouwd|Boerderij||22.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41527|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/23325
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41528||onroerend gebouwd|Boerderij||22.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41528|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/57072
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41518||onroerend gebouwd|Molen||22.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41518|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/18987
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516265||onroerend gebouwd|Boerderij|Woonhuis|22.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516265|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/50383
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34176||onroerend gebouwd|Boerderij||22.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34176|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/12763
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|524296||onroerend gebouwd|Kerkhof||23.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/524296|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/65472
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|15943||onroerend gebouwd|Boerderij||23.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/15943|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/62092
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|15944||onroerend gebouwd|Boerderij||23.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/15944|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/48066
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|15942||onroerend gebouwd|Kerk||23.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/15942|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/65473
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46560||onroerend gebouwd|Boerderij||23.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46560|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/30118
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|15945||onroerend gebouwd|Pastorie||23.1|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/15945|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/18277
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46614||onroerend gebouwd|Boerderij||23.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46614|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/39648
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|11511||onroerend gebouwd|Boerderij||23.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/11511|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/14597
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|11510||onroerend gebouwd|Boerderij||23.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/11510|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/19283
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|11637||onroerend gebouwd|Molen||23.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/11637|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/18283
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516266||onroerend gebouwd|Woonhuis|Woonhuis|23.4|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516266|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/12357
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|31630||onroerend gebouwd|Boerderij||23.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/31630|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/54607
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478197||onroerend gebouwd|Woonhuis||23.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478197|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/29889
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516249|Eerste Verlaat/Springersverlaat|onroerend gebouwd|Schutsluis|Schutsluis|23.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516249|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69729
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478198||onroerend gebouwd|Boerderij||23.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478198|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/22009
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478199||onroerend gebouwd|Boerderij||23.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478199|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/19541
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|31632||onroerend gebouwd|Kerk||23.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/31632|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/61606
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|31633||onroerend gebouwd|Kerktoren||23.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/31633|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/33986
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|11509||onroerend gebouwd|Omwalling||23.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/11509|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/46219
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46811||onroerend gebouwd|Boerderij||23.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46811|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/36708
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|31631||onroerend gebouwd|Boerderij||23.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/31631|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/10440
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|479516||onroerend gebouwd|Schuur||23.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/479516|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/78291
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|479515||onroerend gebouwd|Boerderij||23.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/479515|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/78292
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|31635||onroerend gebouwd|Boerderij||23.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/31635|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/25713
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37465||onroerend gebouwd|Boerderij||23.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37465|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/10612
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|478331||onroerend gebouwd|Boerderij||23.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/478331|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/61195
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|468595||onroerend gebouwd|Bijschuur||23.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/468595|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69907
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|468594||onroerend gebouwd|Boerderij||23.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/468594|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69908
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|468596||onroerend gebouwd|Varkensstal||23.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/468596|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69906
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46558||onroerend gebouwd|Boerderij||23.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46558|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/10299
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34177||onroerend gebouwd|Boerderij||23.9|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34177|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/26249
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|41531||onroerend gebouwd|Boerderij||24.0|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/41531|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/56873
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|468584||onroerend gebouwd|Boerderij||24.3|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/468584|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/58323
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|44562||onroerend gebouwd|Molen||24.4|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/44562|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/54742
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|34178||onroerend gebouwd|Boerderij||24.4|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/34178|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/24062
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510865||onroerend gebouwd|Boerderij||24.5|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510865|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/53922
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510857||onroerend gebouwd|Boerderij||24.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510857|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/10605
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|11634||onroerend gebouwd|Kerk||24.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/11634|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/37458
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|11635||onroerend gebouwd|Kerktoren||24.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/11635|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/48675
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|468587||onroerend gebouwd|Boerderij||24.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/468587|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/43682
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|468585||onroerend gebouwd|Woonhuis||24.6|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/468585|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/43781
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|468586||onroerend gebouwd|Woonhuis||24.7|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/468586|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/44853
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516228||onroerend gebouwd|Begraafplaats|Begraafplaats|24.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516228|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73428
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516230||onroerend gebouwd|Beheerderswoning|Beheerderswoning|24.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516230|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73426
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516229||onroerend gebouwd|Laan|Laan|24.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516229|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73427
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516231||onroerend gebouwd|Bijschuur|Bijschuur|24.8|-1.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516231|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73425
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37469||onroerend gebouwd|Straatmeubilair||24.9|-1.7|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37469|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/55065
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46557||onroerend gebouwd|Boerderij||24.9|-1.7|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46557|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/55415
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|30435||onroerend gebouwd|Molen||25.0|-1.7|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/30435|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/18400
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45390||archeologisch|Archeologie||7.3|-0.8|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45390|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/42988
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45378||archeologisch|Archeologie||8.5|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45378|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/28042
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45377||archeologisch|Archeologie||8.6|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45377|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/11630
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45379||archeologisch|Archeologie||8.7|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45379|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/30866
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45376||archeologisch|Archeologie||9.1|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45376|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/17270
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45391||archeologisch|Archeologie||9.1|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45391|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/60962
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45375||archeologisch|Archeologie||9.2|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45375|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/58073
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45382||archeologisch|Archeologie||9.3|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45382|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/31776
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45381||archeologisch|Archeologie||9.5|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45381|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/42332
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45380||archeologisch|Archeologie||9.5|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45380|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/47003
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45389||archeologisch|Archeologie||10.1|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45389|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/17659
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45374||archeologisch|Archeologie||10.2|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45374|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/10337
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45385||archeologisch|Archeologie||10.5|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45385|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/46238
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45027||archeologisch|Archeologie||10.6|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45027|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/25347
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45383||archeologisch|Archeologie||10.7|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45383|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/35258
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45388||archeologisch|Archeologie||10.7|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45388|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/11768
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45386||archeologisch|Archeologie||10.7|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45386|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/10986
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45387||archeologisch|Archeologie||10.8|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45387|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/22283
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45384||archeologisch|Archeologie||10.8|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45384|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/48072
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45372||archeologisch|Archeologie||11.2|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45372|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/10525
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45373||archeologisch|Archeologie||11.2|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45373|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/27917
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45371||archeologisch|Archeologie||11.3|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45371|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/55813
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|452870|Odoorn|archeologisch|Archeologie||11.6|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/452870|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/29745
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|527157||archeologisch|Archeologie||12.1|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/527157|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/22292
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45369||archeologisch|Archeologie||12.3|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45369|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/19031
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45370||archeologisch|Archeologie||12.6|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45370|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/11334
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|467493||archeologisch|Archeologie||14.7|-1.3|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/467493|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/50915
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46002||archeologisch|Archeologie||17.3|-1.4|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46002|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/29383
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46000||archeologisch|Archeologie||17.7|-1.4|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46000|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/23648
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46001||archeologisch|Archeologie||17.8|-1.4|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46001|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/13637
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45999||archeologisch|Archeologie||18.1|-1.4|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45999|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/57649
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|45998||archeologisch|Archeologie||18.1|-1.4|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/45998|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/22190
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|464166||archeologisch|Archeologie||18.6|-1.4|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/464166|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/45233
